Index,Requirement,Ground Truth,Response
9787,"If (prop_1) or (prop_2), then if (prop_3) then (prop_4) .",(prop_1 | prop_2) -> (prop_3 -> prop_4),G((prop_1 | prop_2) -> (prop_3 -> prop_4))
9788,"Either ( prop_1 ) or ( prop_2 ) should happen, or ( prop_4 ) or ( prop_3 ) should happen.",prop_1 | prop_2 | prop_3 | prop_4,F(prop_1 | prop_2 | prop_3 | prop_4)
9789,"While staying out of street_4, pickup package_8 from store_7 and deliver it to house_2",G!street_4 & F(store_7 & F(p_package_8 & F(house_2 & pd))),G(!street_4 ) & F(p_package_8 & store_7 & F(pd & house_2 ))
9790,"Once communicate the safe_victim has occurred, communicate the injured_victim will never occur again.",G(communicate_safe_victim -> XG!communicate_injured_victim),G(communicate_safe_victim -> G(!communicate_injured_victim))
9791,"If (prop_4) implies (prop_1), then either (prop_3) or (prop_2) should happen.",(prop_4 -> prop_1) -> (prop_2 | prop_3),G((prop_4 -> prop_1) -> F(prop_3 | prop_2))
9792,"first, at some point the table has been moved and the engine stops, and then, in the future both a motorbike has started and a semaphore is yellow",G!(engine_stops & table_has_been_moved) | F(engine_stops & table_has_been_moved & F(motorbike_has_started & semaphore_is_yellow)),! (table_has_been_moved & engine_stops ) | F (( table_has_been_moved & engine_stops ) & F ( motorbike_has_started & semaphore_is_yellow ))
9793,don't ( prop_1 ) and ( prop_2 ),!(prop_1 & prop_2),G(!(prop_1 & prop_2))
9796,"If (prop_4) occurs, keep it true until (prop_3), or else do (prop_1) or (prop_2) .",prop_1 | prop_2 | (prop_4 U prop_3),G(prop_4 -> (prop_4 U prop_3 | prop_1 | prop_2))
9798,"If (prop_2) is observed and (prop_1) occurs, then (prop_4) should be equivalent to (prop_3) .",(prop_1 & prop_2) -> (prop_3 <-> prop_4),G((prop_2 & prop_1) -> (prop_4 <-> prop_3))
9799,when possible ( prop_1 ) or at any time ( prop_2 ),F(prop_1 | F prop_2),F(prop_1 ) | GF(prop_2 )
9802,"Globally , if ( prop_3 ) , and ( prop_2 ) then all of the following conditions are true : ( prop_1 ) .",G((prop_2 & prop_3) -> F prop_1),G((prop_3 & prop_2) -> prop_1)
9804,"If you do not do (prop_3) and observe (prop_1), then you should do (prop_2) all the time from now on .",(prop_1 & !prop_3) -> G prop_2,G((!prop_3 & prop_1) -> G(prop_2))
9805,"If ( prop_3 ) then ( prop_1 ) happens , and also ( prop_2 ) .",prop_2 & (prop_3 -> prop_1),G(prop_3 -> (prop_1 & prop_2))
9806,Eventually do prop_3 and either do prop_2 or prop_1.,(prop_1 | prop_2) & F prop_3,F(prop_3 & (prop_2 | prop_1))
9807,at some time visit house and take orange,take_orange & F visit_house,F(visit_house & take_orange)
9810,"first, it is going to happen that a manager collect claims and the sensor captures data, and then, at some point in time the semaphore is green or a car starts",G!(manager_collect_claims & sensor_captures_data) | F(manager_collect_claims & sensor_captures_data & F(car_starts | semaphore_is_green)),! (manager_collect_claims & sensor_captures_data) | F ((manager_collect_claims & sensor_captures_data) & F (semaphore_is_green | car_starts))
9811,"If (prop_4) happens, then eventually (prop_2) will happen, and in the meantime, keep doing (prop_1) until (prop_3) happens .",(prop_4 -> prop_2) & (prop_1 U prop_3),G(prop_4 -> (F prop_2 & (prop_1 U prop_3)))
9813,when possible ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1 ) & G(!prop_2 )
9814,"The scenario in which (prop_1) happens should imply the scenario in which (prop_3) happens, and (prop_2) should be equivalent to (prop_4) .",(prop_1 -> prop_3) & (prop_2 <-> prop_4),G((prop_1 -> prop_3) & (prop_2 <-> prop_4))
9815,"While not (prop_2), make sure (prop_3) is equivalent to (prop_1) .",!prop_2 & (prop_1 <-> prop_3),G(!prop_2 -> (prop_3 <-> prop_1))
9817,( prop_1 ) can infer that at any time ( prop_2 ),prop_1 -> F prop_2,G(prop_1 -> G prop_2)
9819,"For each time instant if ( prop_2 ) does not happen then ( prop_3 ) , and ( prop_1 ) .",prop_1 & G(!prop_2 -> prop_3),G(!prop_2 -> (prop_3 & prop_1))
9820,"It is always the case that when ( prop_3 ) then all of the following conditions hold : in no time ( prop_1 ) , and starting without any delay the transition action that ( prop_2 ) will be detected .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> (!prop_1 & X prop_2))
9821,If either (prop_1) or (prop_3) but not (prop_2) .,!prop_2 & (prop_1 | prop_3),G((prop_1 | prop_3) & !prop_2)
9823,"Once photo the person on south_9th_avenue has occurred, get_help will never occur again.",G(photo_person_south_9th_avenue -> XG!get_help),G(photo_person_south_9th_avenue -> G(!get_help))
9825,It is required that at a certain point within the next time period the scenario in which ( prop_1 ) is equivalent to the scenario in which ( prop_2 ) happens and only then ( prop_3 ) .,(prop_2 -> prop_3) <-> F prop_1,F((prop_1 <-> prop_2) U prop_3)
9826,when possible lay_hold_of apple can infer that grab_hold pear,F lay_hold_of_apple -> grab_hold_pear,G(lay_hold_of_apple -> grab_hold_pear)
9828,"If ( prop_3 ) happens until the scenario that ( prop_2 ) is detected , and ( prop_4 ) is observed , then it should be followed by ( prop_1 ) .",(prop_4 & (prop_3 U prop_2)) -> prop_1,G(((prop_3 U prop_2) & prop_4) -> F(prop_1 ))
9830,"If (prop_1) and (prop_2) at the same time, then (prop_3) should not happen .",(prop_1 & prop_2) -> !prop_3,G((prop_1 & prop_2) -> !prop_3)
9831,"If (prop_3), then (prop_2), or else don't (prop_1) .",!prop_1 | (prop_3 -> prop_2),G((prop_3 -> prop_2) | !prop_1)
9833,If ( prop_1 ) or ( prop_4 ) then ( prop_2 ) will happen at some point before ( prop_3 ).,G((prop_1 | prop_4) -> (prop_2 U prop_3)),G((prop_1 | prop_4) -> (!prop_3 U prop_2))
9835,forever stay or whenever venture flag,G stay | F venture_flag,G(stay | (venture_flag -> stay))
9837,never ( prop_1 ) until ( prop_2 ),G(!prop_1 U prop_2),!prop_1 U prop_2
9839,(prop_1).,prop_1,G(prop_1 )
9840,guarantee that (prop_1).,F prop_1,G(prop_1 )
9841,Collect takeout 2 from restaurant 9 and take it to house 1,F(restaurant_9 & F(takeout_2 & F(house_1 & pd))),F(restaurant_9 & takeout_2 & F(house_1 & pd))
9842,when possible withdraw pear or do not let_go pear,!let_go_pear | F withdraw_pear,G(withdraw_pear | !let_go_pear)
9843,at some time ( prop_1 ) or don't ( prop_2 ),F(prop_1 | !F prop_2),F(prop_1 | !prop_2)
9845,"Globally , if ( prop_3 ) , or ( prop_2 ) , then in response ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1),G((prop_3 | prop_2) -> F(prop_1))
9847,"If (prop_2) and (prop_1) happen at the same time, then keep this condition until (prop_3) is not true .",(prop_1 & prop_2) U !prop_3,G((prop_2 & prop_1) -> ((prop_2 & prop_1) U !prop_3))
9849,at some time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),F(prop_1 ) & G(!prop_2 )
9852,"If either (prop_3) or (prop_1) occurs, then (prop_4) and (prop_2) should both be true .",(prop_1 | prop_3) -> (prop_2 & prop_4),G((prop_3 | prop_1) -> (prop_4 & prop_2))
9854,"If you do (prop_3) and it implies (prop_1), then you should not do (prop_2) .",(prop_3 -> prop_1) -> !prop_2,G((prop_3 & (prop_3 -> prop_1)) -> !prop_2)
9856,"If get_help ever holds, photo fire_source must have held beforehand.",F get_help -> (!get_help U (!get_help & photo_fire_source)),!get_help | F(photo_fire_source & F(get_help))
9860,"If whenever (prop_1), then (prop_3), then always (prop_2) .",(prop_1 -> prop_3) -> G prop_2,G(G(prop_1 -> prop_3) -> G(prop_2))
9863,"If ( prop_1 ) happens and continues to happen until ( prop_2 ) is detected , and also ( prop_4 ) , and ( prop_3 ) .",prop_3 & prop_4 & (prop_1 U prop_2),G((prop_1 U prop_2) & prop_4 & prop_3)
9864,If ( prop_1 ) then ( prop_3 ) and also ( prop_2 ) .,prop_2 & (prop_1 -> prop_3),G(prop_1 -> (prop_3 & prop_2))
9867,"If it is the case that ( prop_1 ) leads to ( prop_2 ) is equivalent to ( prop_3 ) , then ( prop_4 ) .",(prop_3 <-> (prop_1 -> prop_2)) -> prop_4,((prop_1 -> F prop_2) <-> prop_3) -> prop_4
9869,"It is not the case that ( prop_2 ) happens and continues to happen until ( prop_3 ) is detected , and ( prop_1 ) .",prop_1 & !(prop_2 U prop_3),!((prop_2 U prop_3) & prop_1)
9872,when possible ( prop_1 ) until when possible ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2
9873,always have apple or whenever get_hold orange,G have_apple | F get_hold_orange,G(have_apple | (get_hold_orange -> have_apple))
9874,( prop_1 ) and when possible ( prop_2 ),prop_1 & F prop_2,G(prop_1 & F prop_2)
9875,"Once avoid the impending_fire_source has occurred, deliver_aid the injured_victim will never occur again.",G(avoid_impending_fire_source -> XG!deliver_aid_injured_victim),G(avoid_impending_fire_source -> G(!deliver_aid_injured_victim))
9876,"If (prop_3) and (prop_1), or else if (prop_4) then do (prop_2) .",(prop_1 & prop_3) | (prop_4 U prop_2),G(((prop_3 & prop_1) | prop_4) -> prop_2)
9877,"If (prop_1), (prop_2) and (prop_3).",prop_1 -> (prop_2 & prop_3),G(prop_1 -> (prop_2 & prop_3))
9878,"During the interval that ( prop_3 ) , and ( prop_1 ) , then ( prop_2 ) .",G((prop_1 & prop_3) -> G prop_2),G((prop_3 & prop_1) -> prop_2)
9879,at any time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G(prop_1 | prop_2)
9881,"If ( prop_2 ) is equivalent to ( prop_4 ) and also ( prop_1 ) , then the above scenario is equivalent to ( prop_3 ) .",prop_3 <-> (prop_1 & (prop_2 <-> prop_4)),G(((prop_2 <-> prop_4) & prop_1) -> prop_3)
9882,forever ( prop_1 ) until when possible ( prop_2 ),G(prop_1 U F prop_2),prop_1 U prop_2
9883,"If (prop_3), then do (prop_2), or else (prop_1) doesn't happen .",!prop_1 | (prop_3 -> prop_2),G(prop_3 -> (prop_2 | G(!prop_1)))
9884,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G ! prop_2
9887,whenever visit flag and hold_on_to pear,hold_on_to_pear & F visit_flag,G(visit_flag & hold_on_to_pear)
9888,Take a picture of monument 1 but do not go to monument 1 until you reach park 4,F(monument_1 & photo) & (!monument_1 U park_4),F(photo ) & (!monument_1 U park_4 )
9891,"If it is not the case that (prop_3), then if (prop_1) then (prop_2) .",!prop_3 -> (prop_1 -> prop_2),G(!prop_3 -> (prop_1 -> prop_2))
9892,Avoid entering street 5 until you reach store 1 while delivering package 4 from store 1,(!street_5 U store_1) & F(p_package_4 & store_1),G(p_package_4 -> (!street_5 U store_1))
9895,"first, at a certain moment a train stops and the elevator is blocked, and then, it will happen that both the sensor gathers information and the motorbike catches fire",G!(elevator_is_blocked & train_stops) | F(elevator_is_blocked & train_stops & F(motorbike_catches_fire & sensor_gathers_information)),! (train_stops & elevator_is_blocked) | F ((train_stops & elevator_is_blocked) & F (sensor_gathers_information & motorbike_catches_fire))
9896,"eventually, both the train has arrived and the manager handles requests and, in the future a constructor instantiate objects and the elevator rises afterwards",G!(manager_handles_requests & train_has_arrived) | F(manager_handles_requests & train_has_arrived & F(constructor_instantiate_objects & elevator_rises)),F((train_has_arrived & manager_handles_requests) & F(constructor_instantiate_objects & F(elevator_rises)))
9897,whenever either the car starts or the elevator falls then in any case both the escalator moves and the bar is closing,G((car_starts | elevator_falls) -> G(bar_is_closing & escalator_moves)),G((car_starts | elevator_falls) -> (escalator_moves & bar_is_closing))
9898,"If (prop_2) or (prop_1), then at some point (prop_3) .",(prop_1 | prop_2) -> F prop_3,G((prop_2 | prop_1) -> F(prop_3 ))
9899,don't ( prop_1 ) or ( prop_2 ),!(prop_1 | prop_2),G(!(prop_1 | prop_2))
9900,"In this task, record the vehicle on south_7th_street, then photo the collision on west_9th_avenue.",record_vehicle_south_7th_street U photo_collision_west_9th_avenue,!record_vehicle_south_7th_street | F(record_vehicle_south_7th_street & F(photo_collision_west_9th_avenue))
9901,Stay within house 4 and do not leave until you reach room 2,house_4 U room_2,G(house_4 U room_2)
9903,"If (prop_3), then (prop_1), and don't (prop_2) .",!prop_2 & (prop_3 -> prop_1),G(prop_3 -> (prop_1 & !prop_2))
9904,It is required that ( prop_1 ) if and only if ( prop_3 ) or ( prop_4 ) or ( prop_2 ) .,prop_2 | prop_4 | (prop_1 <-> prop_3),G(prop_1 <-> (prop_3 | prop_4 | prop_2))
9906,at any time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2),G(prop_1 | prop_2)
9909,"If ( prop_6 ) and ( prop_5 ), then ( prop_1 ) until ( prop_3 ) happens , and ( prop_4 ) until ( prop_2 ) does not happen .",((prop_5 & prop_6) -> (prop_1 U prop_3)) & (prop_4 U !prop_2),G((prop_6 & prop_5) -> ((prop_1 U prop_3) & (prop_4 U !prop_2)))
9911,"Either finally make (prop_1) happen , or else make sure that (prop_3) and (prop_2) happen at the same time .",(prop_2 & prop_3) | F prop_1,F prop_1 | F (prop_3 & prop_2)
9912,move_to trashcan and do not let_go orange,!let_go_orange & move_to_trashcan,G(move_to_trashcan & !let_go_orange)
9913,"You should do (prop_4) and observe (prop_2), and you should also do (prop_1) or (prop_3) .",prop_2 & prop_4 & (prop_1 | prop_3),G((prop_4 & prop_2) & (prop_1 | prop_3))
9914,"You do not do (prop_1) and if you observe (prop_3), then you should do (prop_2) .",!prop_1 & (prop_3 -> prop_2),G(!prop_1 & (prop_3 -> F prop_2))
9915,"In case that the scenario that ( prop_1 ) is detected then in response at a certain time point the scenario that ( prop_4 ) should happen , the above scenario will continue until ( prop_3 ) , or ( prop_2 ) .",prop_2 | ((prop_1 -> prop_4) U prop_3),G(prop_1 -> F(prop_4 U (prop_3 | prop_2)))
9916,"If get_help ever holds, photo the collision on north_8th_street must have held beforehand.",F get_help -> (!get_help U (!get_help & photo_collision_north_8th_street)),!get_help | F(photo_collision_north_8th_street & F(get_help))
9917,when possible ( prop_1 ) until repeatedly ( prop_2 ),F(prop_1 U GF prop_2),( prop_1 ) U G ( prop_2 )
9918,repeatedly ( prop_1 ) and ( prop_2 ),G(prop_2 & F prop_1),GF(prop_1 & prop_2)
9919,never ( prop_1 ) and when possible ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1 ) & F(prop_2 )
9921,whenever ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),G(prop_1 | G(!prop_2))
9923,"If idle ever holds, search the stop_sign must have held beforehand.",F idle -> (!idle U (!idle & search_stop_sign)),!idle | F(search_stop_sign & F(idle))
9924,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2)
9927,"Whenever ( prop_1 ) or ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) .",G((prop_1 | prop_2) -> G prop_3),G((prop_1 | prop_2) -> prop_3)
9929,"The scenario in which (prop_3) happens and then (prop_2), should be equivalent to the scenario in which (prop_1) and (prop_4) both happen .",(prop_3 -> prop_2) <-> (prop_1 & prop_4),F(prop_3 & F(prop_2)) <-> F(prop_1 & prop_4)
9933,"While ( prop_4 ) or ( prop_2 ) or ( prop_1 ), and ( prop_3 ) has to be detected .",prop_3 & (prop_1 | prop_2 | prop_4),G((prop_4 | prop_2 | prop_1) -> prop_3)
9934,"If either (prop_2) or (prop_4) happens, then (prop_1) should be equivalent to (prop_3) .",(prop_2 | prop_4) -> (prop_1 <-> prop_3),G((prop_2 | prop_4) -> (prop_1 <-> prop_3))
9935,"It is always the case that while ( prop_3 ) , then in response in no time ( prop_1 ) and the event that ( prop_2 ) should get detected promptly .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> F(prop_1 & prop_2))
9936,( prop_1 ) can infer that when possible ( prop_2 ),prop_1 -> F prop_2,G(prop_1 -> F prop_2)
9938,"( prop_4 ) keeps happening until the scenario that ( prop_1 ) happens at some point in the future , then ( prop_2 ) should be observed , or else ( prop_3 ) .",prop_3 | ((prop_4 U prop_1) -> prop_2),(prop_4 U (prop_1 & F(prop_2 | prop_3)))
9940,Make sure while (prop_1) (prop_2),prop_1 -> prop_2,G(prop_1 -> prop_2)
9941,"if repeatedly grab tree , whenever have pear",GF grab_tree -> F have_pear,G(GF grab_tree -> G have_pear)
9942,"If (prop_1), (prop_3) until (prop_2).",prop_1 -> (prop_3 U prop_2),G(prop_1 -> (prop_3 U prop_2))
9943,"The sentence will be true if ( prop_4 ) implies ( prop_3 ) and then implies ( prop_2 ), or ( prop_1 ) is true .",prop_1 | ((prop_4 -> prop_3) -> prop_2),((prop_4 -> prop_3) & (prop_3 -> prop_2)) | prop_1
9944,"If at some point during the coming time ( prop_1 ) is equivalent to ( prop_4 ) and this scenario continues until ( prop_3 ) is detected , then ( prop_2 ) .",((prop_1 <-> prop_4) U prop_3) -> prop_2,F((prop_1 <-> prop_4) U prop_3) -> prop_2
9945,"first, eventually, both the bar has to be repaired and a car stops, and then, eventually, the train has arrived",G!(bar_has_to_be_repaired & car_stops) | F(bar_has_to_be_repaired & car_stops & F train_has_arrived),! (bar_has_to_be_repaired & car_stops) | F ((bar_has_to_be_repaired & car_stops) & F (train_has_arrived))
