Index,Requirement,Ground Truth,Response,Equivalent
11677,"If every record the motorcycle on northwest_3rd_avenue is eventually followed by geting help, then photo the collision on south_3rd_avenue must occur infinitely often.",G(record_motorcycle_northwest_3rd_avenue -> F get_help) -> GF photo_collision_south_3rd_avenue,(G(record_motorcycle_northwest_3rd_avenue -> F get_help)) -> GF photo_collision_south_3rd_avenue,True
11678,"In the case ( prop_3 ) , or ( prop_2 ) , then the following condition holds : there will have to be ultimately a certain moment in the future before the execution ends , at which ( prop_1 ) , till then ( prop_4 ) .",G((prop_2 | prop_3) -> (prop_1 U prop_4)),(prop_3 | prop_2) -> F(prop_4 U prop_1),False
11679,whenever the engine starts or the train is crossing then at no time the bar is down or the house is open,G((engine_starts | train_is_crossing) -> G!(bar_is_down | house_is_open)),G((engine_starts | train_is_crossing) -> G(!(bar_is_down | house_is_open))),True
11680,forever have apple or whenever go_to apple,G have_apple | F go_to_apple,G(have_apple | G(go_to_apple -> F have_apple)),False
11681,at the yellow_room,F yellow_room,yellow_room,False
11682,whenever ( prop_1 ) and always ( prop_2 ),F(prop_1 & G prop_2),G(prop_1 & G prop_2),False
11683,move_to house or never let_go orange,move_to_house | G!let_go_orange,move_to_house | G !let_go_orange,True
11684,(prop_1).,prop_1,prop_1,True
11685,(prop_1),F prop_1,prop_1,False
11686,Deliver box 4 from house 5 to office 2,F(house_5 & F(p_box_4 & F(office_2 & pd))),F(p_box_4 & house_5 & F(p_box_4 & office_2 & pd)),False
11687,don't let_go pear or at some time snag orange,!let_go_pear | F snag_orange,!let_go_pear | F snag_orange,True
11688,"If (prop_1) is always true, then (prop_2) should always be equivalent to (prop_3) .",G prop_1 -> (prop_2 <-> prop_3),G(prop_1) -> G(prop_2 <-> prop_3),False
11689,(prop_3) or (prop_2). (prop_1) until (prop_4).,(prop_2 | prop_3) & (prop_1 U prop_4),(prop_3 | prop_2) & (prop_1 U prop_4),True
11690,"Globally , in case that ( prop_2 ) , or ( prop_3 ) , then the following condition holds : ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1),G((prop_2 | prop_3) -> prop_1),True
11691,"eternally, the manager collect claims and a motorbike is driven",G(manager_collect_claims & motorbike_is_driven),G(manager_collect_claims & motorbike_is_driven),True
11692,"( prop_2 ) and ( prop_3 ) should happen at the same time , and this scenario will hold until ( prop_1 ) does not happen .",(prop_2 & prop_3) U !prop_1,((prop_2 & prop_3) U !prop_1),True
11693,Stay in area_3,G area_3,G area_3,True
11694,whenever ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2),False
11695,it will not happen that the motorbike falls down or an elevator rises,G!(elevator_rises | motorbike_falls_down),!(motorbike_falls_down | elevator_rises),False
11696,"If you do (prop_4) and keep doing it until you observe (prop_3), then you should either do (prop_2) or (prop_1) .",(prop_4 U prop_3) -> (prop_1 | prop_2),((prop_4 U prop_3) -> (prop_2 | prop_1)),True
11697,"If you do either (prop_2) or (prop_4), then you should do both (prop_1) and (prop_3) .",(prop_2 | prop_4) -> (prop_1 & prop_3),(prop_2 | prop_4) -> (prop_1 & prop_3),True
11698,"after both the bar is closing and a semaphore is green, under no condition either the car stops or a house collapses",G((bar_is_closing & semaphore_is_green) -> G!(car_stops | house_collapses)),F((bar_is_closing & semaphore_is_green) -> G(!(car_stops | house_collapses))),False
11699,"If (prop_3) implies (prop_1), then (prop_2) should not happen.",(prop_3 -> prop_1) -> !prop_2,(prop_3 -> prop_1) -> !prop_2,True
11700,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2,False
11702,"Whenever deliver the clock to the shelf holds, from the next step onwards deliver the broccoli to the shelf will eventually hold.",G(deliver_clock_shelf -> XF deliver_broccoli_shelf),G(deliver_clock_shelf -> X F deliver_broccoli_shelf),True
11703,grab_hold pear or repeatedly go_to apple trashcan,grab_hold_pear | GF go_to_apple_trashcan,grab_hold_pear | GF go_to_apple_trashcan,True
11704,if both the motorbike falls down and the table has been moved then all the time a manager handles requests or a motorbike has started,G((motorbike_falls_down & table_has_been_moved) -> G(manager_handles_requests | motorbike_has_started)),(motorbike_falls_down & table_has_been_moved) -> G(manager_handles_requests | motorbike_has_started),False
11705,"If ( prop_3 ) leads to ( prop_2 ), then ( prop_1 ) should always be true.",(prop_3 -> prop_2) -> G prop_1,(F(prop_3 & F prop_2)) -> G prop_1,False
11706,"If go_home happens infinitely often, then so does communicate the injured_hostile.",GF go_home -> GF communicate_injured_hostile,GF go_home -> GF communicate_injured_hostile,True
11707,"Whenever photo the motorcycle on east_10th_street and photo the vehicle on north_10th_street are equal, photo the vehicle on north_10th_street and change light_east red are equal as well.",G((photo_motorcycle_east_10th_street <-> photo_vehicle_north_10th_street) -> (change_light_east_red <-> photo_vehicle_north_10th_street)),G((photo_motorcycle_east_10th_street & photo_vehicle_north_10th_street) -> (photo_vehicle_north_10th_street & change_light_east_red)),False
11708,"The scenario that ( prop_2 ) happens until the scenario that ( prop_3 ) happens , and the scenario that ( prop_1 ) , and the scenario that ( prop_4 ) .",prop_1 & prop_4 & (prop_2 U prop_3),(prop_2 U prop_3) & prop_1 & prop_4,True
11709,"If ( prop_1 ) is detected then ( prop_3 ) , and ( prop_2 ) .",prop_2 & (prop_1 -> prop_3),(prop_1 -> prop_3) & prop_2,True
11710,all the time either a sensor captures data or a train has been launched after either a car stops or the brake is released,G((brake_is_released | car_stops) -> G(sensor_captures_data | train_has_been_launched)),G(sensor_captures_data | F((car_stops | brake_is_released) -> train_has_been_launched)),False
11711,The scenario in which (prop_1) happens and continues until (prop_2) is equivalent to the scenario in which (prop_3) doesn't happen .,!prop_3 <-> (prop_1 U prop_2),(prop_1 U prop_2) <-> !prop_3,True
11712,"If it is the case that ( prop_1 ) implies ( prop_4 ) is equivalent to ( prop_2 ), then implies ( prop_3 ) .",(prop_2 <-> (prop_1 -> prop_4)) -> prop_3,((prop_1 -> prop_4) <-> prop_2) -> prop_3,True
11713,"Communicate with the safe_hostile must keep holding until, from some point on, go_home holds infinitely often.",communicate_safe_hostile U GF go_home,communicate_safe_hostile U GF go_home,True
11714,"It is not the case that ( prop_1 ) happens and continues to happen until ( prop_2 ) is detected , and ( prop_3 ) .",prop_3 & !(prop_1 U prop_2),!( (prop_1 U prop_2) & prop_3 ),False
11715,Eventually Capture a photo of arch 4 but never go to park 2,F(arch_4 & photo) & G!park_2,F(photo & arch_4) & G(!park_2),True
11716,"Whenever photo unsafe_person holds, deliver_aid the safe_hostile holds exactly three steps later.",G(photo_unsafe_person -> XXX deliver_aid_safe_hostile),G(photo_unsafe_person -> X X X deliver_aid_safe_hostile),True
11717,at any time ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2,False
11718,forever have_in orange or at some time go_to trashcan,G have_in_orange | F go_to_trashcan,G(have_in_orange) | F(go_to_trashcan),True
11719,( prop_1 ) and at any time ( prop_2 ),prop_1 & F prop_2,prop_1 & G prop_2,False
11720,"Once avoid the nearest_flood has occurred, record flood will never occur again.",G(avoid_nearest_flood -> XG!record_flood),G(avoid_nearest_flood -> G(!record_flood)),False
11721,"Either (prop_4) and (prop_3) happen at the same time, or else keep (prop_2) until (prop_1) happens .",(prop_3 & prop_4) | (prop_2 U prop_1),(prop_4 & prop_3) | (prop_2 U prop_1),True
11722,"If (prop_1), (prop_2) and (prop_3) as well.",prop_1 -> (prop_2 & prop_3),prop_1 -> (prop_2 & prop_3),True
11723,"In case that ( prop_3 ) , and the scenario that ( prop_1 ) takes place , then the following condition holds : in the future before the end of the simulation , ( prop_2 ) .",G((prop_1 & prop_3) -> G prop_2),(prop_3 & prop_1) -> F prop_2,False
11724,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),F(prop_1 | prop_2),True
11725,seize apple and go_to bucket,go_to_bucket & seize_apple,seize_apple & go_to_bucket,True
11726,at some time got_to house and repeatedly grab tree,F got_to_house & GF grab_tree,F(got_to_house & GF grab_tree),True
11727,always ( prop_1 ) until when possible ( prop_2 ),G(prop_1 U F prop_2),(G prop_1) U prop_2,False
11728,"If (prop_1), then (prop_3), or else not (prop_2) .",!prop_2 | (prop_1 -> prop_3),(prop_1 -> prop_3) | !prop_2,True
11729,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G ! prop_2,False
11730,"always either a manager collect claims or the elevator falls implies that absolutely never, a train is crossing and a manager collect claims",G((elevator_falls | manager_collect_claims) -> G!(manager_collect_claims & train_is_crossing)),G((manager_collect_claims | elevator_falls) -> G(!(train_is_crossing & manager_collect_claims))),True
11731,venture_towards house and at any time venture_to house,venture_towards_house & F venture_to_house,venture_towards_house & G venture_to_house,False
11732,Do not enter statue 2 until you have reached park 5 and taken a picture,F(photo & statue_2) & (!statue_2 U park_5),(!statue_2) U (park_5 & photo),False
11733,"The scenarios that ( prop_2 ) and ( prop_1 ) should be detected at the same time , until ( prop_3 ) .",(prop_1 & prop_2) U prop_3,(prop_2 & prop_1) U prop_3,True
11734,"If deliver the car to the shelf holds and search the remote holds next, then idle holds in the step after that.",G((deliver_car_shelf & X search_remote) -> XX idle),(deliver_car_shelf & X search_remote) -> XX idle,False
11735,"If (prop_1) does not happen, then if (prop_2) then (prop_3) .",!prop_1 -> (prop_2 -> prop_3),!prop_1 -> (prop_2 -> prop_3),True
11736,Stay away from street 4 until you reach intersection 2 as you go to house 13 and pick up trash 13,(!street_4 U intersection_2) & F(house_13 & p_trash_13),(!street_4) U (intersection_2 & F (house_13 & F p_trash_13)),False
11737,"On condition that the event that ( prop_2 ) is observed or ( prop_3 ) , then the following condition ought not to be true : ( prop_1 ) .",G((prop_2 | prop_3) -> !F prop_1),(prop_2 | prop_3) -> X(!prop_1),False
11738,every time either the bar has to be repaired or the escalator moves then in any case the engine stops and a bridge opens,G((bar_has_to_be_repaired | escalator_moves) -> G(bridge_opens & engine_stops)),G((bar_has_to_be_repaired | escalator_moves) -> (engine_stops & bridge_opens)),False
11739,"it will happen that both a train has arrived and the bridge closes and, it is going to happen that both a sensor captures data and a sensor gathers information afterwards",G!(bridge_closes & train_has_arrived) | F(bridge_closes & train_has_arrived & F(sensor_captures_data & sensor_gathers_information)),F(train_has_arrived & bridge_closes) & F(sensor_captures_data & X sensor_gathers_information),False
11740,"finally, a car starts and the semaphore is broken and, it will happen that both a motorbike catches fire and the car enters afterwards",G!(car_starts & semaphore_is_broken) | F(car_starts & semaphore_is_broken & F(car_enters & motorbike_catches_fire)),F(car_starts & semaphore_is_broken & F(motorbike_catches_fire & X car_enters)),False
11741,if a semaphore is green or the house collapses then in any case both the sensor retrieves data and the engine breaks,G((house_collapses | semaphore_is_green) -> G(engine_breaks & sensor_retrieves_data)),(semaphore_is_green | house_collapses) -> G(sensor_retrieves_data & engine_breaks),False
11742,"If (prop_3) or (prop_1), then at some point (prop_2) .",(prop_1 | prop_3) -> F prop_2,(prop_3 | prop_1) -> F prop_2,True
11743,do not ( prop_1 ) or ( prop_2 ),!(prop_1 | prop_2),!(prop_1 | prop_2),True
11744,You must Please communicate the safe_hostile and then avoid the inactive_unstable_beam.,communicate_safe_hostile U avoid_inactive_unstable_beam,F(communicate_safe_hostile & F avoid_inactive_unstable_beam),False
11745,Remain in house 4 until you make your way to room 2,house_4 U room_2,house_4 U room_2,True
11746,"every time the train derails or the motorbike falls down then never, a sensor captures data or the train is crossing",G((motorbike_falls_down | train_derails) -> G!(sensor_captures_data | train_is_crossing)),G((train_derails | motorbike_falls_down) -> G(!(sensor_captures_data | train_is_crossing))),True
11747,"If (prop_3), then (prop_2), and don't (prop_1) .",!prop_1 & (prop_3 -> prop_2),prop_3 -> (prop_2 & !prop_1),False
11748,"If ( prop_4 ) and ( prop_1 ) are equivalent, or else if ( prop_3 ), or else ( prop_2 ) .",prop_2 | prop_3 | (prop_1 <-> prop_4),((prop_4 <-> prop_1) | prop_3 | prop_2),True
11749,"When get_help happens, deliver_aid the safe_hostile must hold now or in the next step.",G(get_help -> (deliver_aid_safe_hostile | X deliver_aid_safe_hostile)),G(get_help -> (deliver_aid_safe_hostile | X deliver_aid_safe_hostile)),True
11750,when possible ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2),F prop_1 | F prop_2,True
11751,Ensure building 5 is visited repeatedly over time,GF building_5,GF building_5,True
11752,"From some point onwards, photo the pedestrian on east_3rd_avenue never occurs again.",FG!photo_pedestrian_east_3rd_avenue,FG(!photo_pedestrian_east_3rd_avenue),True
11753,do not let_go orange and always hold_on pear,!let_go_orange & G hold_on_pear,!let_go_orange & G hold_on_pear,True
11754,Locate the car and search the bottle will each happen at some point.,F search_car & F search_bottle,(F search_car) & (F search_bottle),True
11755,"Either (prop_1) and (prop_3) happens, or make sure (prop_2) eventually happens .",(prop_1 & prop_3) | F prop_2,(prop_1 & prop_3) | F prop_2,True
11756,take_to trashcan and don't let_go pear,!let_go_pear & take_to_trashcan,take_to_trashcan & !let_go_pear,True
11757,"( prop_3 ) or ( prop_2 ) and also ( prop_1 ) , and ( prop_4 ) .",prop_1 & prop_4 & (prop_2 | prop_3),(prop_3 | (prop_2 & prop_1)) & prop_4,False
11758,"If (prop_1), then (prop_3). Do not allow (prop_2) .",!prop_2 & (prop_1 -> prop_3),(prop_1 -> prop_3) & !prop_2,True
11759,"If at some point ( prop_1 ) then ( prop_4 ) happens and this scenario will hold until ( prop_2 ) is detected , or else ( prop_3 ) .",prop_3 | ((prop_1 -> prop_4) U prop_2),(F(prop_1) -> (prop_4 U prop_2)) | prop_3,False
11761,at any time ( prop_1 ) until repeatedly ( prop_2 ),F(prop_1 U GF prop_2),G(prop_1 U G prop_2),False
