pair_type,ltl,en
response_global,G(( escalator_is_blocked | train_stops ) -> F( train_is_crossing & semaphore_is_yellow )),if the escalator is blocked or a train stops then at some point both the train is crossing and the semaphore is yellow
response_global,G(( elevator_is_open & escalator_moves ) -> F( bar_is_down & car_starts )),always when an elevator is open and the escalator moves then it will happen that both the bar is down and the car starts
response_global,G(( house_is_built | sensor_captures_data ) -> F( manager_collect_claims & motorbike_has_started )),if either the house is built or a sensor captures data then at a certain moment a manager collect claims and a motorbike has started
response_global,G(( table_has_been_moved | train_stops ) -> F( car_starts | car_stops )),it is going to happen that either the car starts or a car stops after either a table has been moved or a train stops
response_global,G(( semaphore_is_yellow | motorbike_has_stopped ) -> F( constructor_creates_instances | train_has_arrived )),whenever either the semaphore is yellow or the motorbike has stopped then it will happen that a constructor creates instances or the train has arrived
response_global,G(( train_has_been_launched | escalator_moves ) -> F( elevator_falls | train_derails )),"as either the train has been launched or the escalator moves, it will happen that an elevator falls or a train derails"
response_global,G(( bridge_closes & engine_starts ) -> F( table_has_been_moved | bridge_opens )),always when the bridge closes and the engine starts then sooner or later either the table has been moved or a bridge opens
response_global,G(( car_stops | elevator_falls ) -> F( semaphore_is_green | bar_is_down )),"if a car stops or an elevator falls then finally, the semaphore is green or the bar is down"
response_global,G(( engine_stops & sensor_retrieves_data ) -> F( semaphore_is_green | elevator_falls )),"as both the engine stops and the sensor retrieves data, in the future either the semaphore is green or an elevator falls"
response_global,G(( house_is_built | motorbike_falls_down ) -> F( semaphore_is_yellow & engine_starts )),"if a house is built or a motorbike falls down then eventually, both the semaphore is yellow and the engine starts"
response_global,G(( car_stops & table_is_old ) -> F( house_is_built & train_stops )),always when both the car stops and the table is old then at some point in time a house is built and the train stops
response_global,G(( semaphore_is_red & brake_is_released ) -> F( train_has_arrived & bar_is_closing )),"after both the semaphore is red and the brake is released, it will happen that both the train has arrived and the bar is closing"
response_global,G(( brake_is_released | semaphore_is_red ) -> F( bridge_opens & brake_is_released )),every time the brake is released or a semaphore is red then at some point in time the bridge opens and the brake is released
response_global,G(( house_collapses | semaphore_is_red ) -> F( elevator_rises | elevator_falls )),"whenever the house collapses or a semaphore is red then eventually, an elevator rises or the elevator falls"
response_global,G(( train_stops | constructor_creates_instances ) -> F( bar_is_up & escalator_is_blocked )),every time either a train stops or a constructor creates instances then sooner or later both the bar is up and the escalator is blocked
response_global,G(( manager_collect_claims | manager_handles_requests ) -> F( semaphore_is_yellow & sensor_retrieves_data )),every time either the manager collect claims or a manager handles requests then it is going to happen that a semaphore is yellow and the sensor retrieves data
response_global,G(( engine_stops & brake_is_released ) -> F( train_derails | car_enters )),whenever the engine stops and the brake is released then it is going to happen that either the train derails or the car enters
response_global,G(( motorbike_has_stopped | engine_breaks ) -> F( manager_handles_requests & bridge_opens )),"always when either a motorbike has stopped or the engine breaks then finally, both the manager handles requests and a bridge opens"
response_global,G(( constructor_creates_instances | train_has_arrived ) -> F( motorbike_is_driven | elevator_is_open )),"as either the constructor creates instances or a train has arrived, it will happen that either a motorbike is driven or the elevator is open"
response_global,G(( car_starts & engine_starts ) -> F( motorbike_is_driven & sensor_captures_data )),always when the car starts and the engine starts then it is going to happen that the motorbike is driven and a sensor captures data
response_global,G(( house_is_open | bridge_closes ) -> F( motorbike_has_stopped | engine_breaks )),whenever either the house is open or the bridge closes then at some point a motorbike has stopped or the engine breaks
response_global,G(( motorbike_falls_down | constructor_creates_instances ) -> F( bar_is_down & brake_is_released )),"whenever either a motorbike falls down or the constructor creates instances then finally, both the bar is down and the brake is released"
response_global,G(( elevator_is_blocked | train_stops ) -> F( brake_is_released & escalator_is_blocked )),"after either an elevator is blocked or a train stops, finally, the brake is released and the escalator is blocked"
response_global,G(( engine_starts & house_is_built ) -> F( sensor_captures_data | constructor_instantiate_objects )),"as both the engine starts and the house is built, in the future a sensor captures data or a constructor instantiate objects"
response_global,G(( car_starts & table_is_brown ) -> F( elevator_falls & brake_is_pressed )),whenever the car starts and a table is brown then at some point in time an elevator falls and the brake is pressed
